PassengerId,Survived,Pclass,Fare_per_person_log_rs,FamilySize_rs,TicketGroupSize_rs,Title_agrupado_Miss,Title_agrupado_Mr,Title_agrupado_Mrs,Title_agrupado_Nobleza,Title_agrupado_Oficial_Profesional,Sex_Pclass_female_2,Sex_Pclass_female_3,Sex_Pclass_male_1,Sex_Pclass_male_2,Sex_Pclass_male_3,AgeGroup_Adulto (36-60),AgeGroup_Adulto joven (18-35),AgeGroup_Mayor (60+),AgeGroup_Niño (0-12),Embarked_clean_Q,Embarked_clean_S,Deck_combinado_B,Deck_combinado_C,Deck_combinado_D,Deck_combinado_Desconocida,Deck_combinado_E,Deck_combinado_F,Deck_combinado_G,Deck_combinado_T
36,0,1,0.9525835631200263,1.0,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
37,1,3,-0.16983723958168734,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
38,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
39,0,3,0.014277565257904861,2.0,1.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
40,1,3,-0.3752723173411113,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,0,3,0.05811678018180994,1.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
42,0,2,0.14630800544128583,1.0,1.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
43,0,3,-0.09625561709496656,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
44,1,2,0.3884373377202384,3.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
45,1,3,-0.0980200849224405,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
46,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
47,0,3,0.48735042452432814,1.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
48,1,3,-0.11186699346031488,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
49,0,3,0.7878419224314123,2.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
50,0,3,0.004783204746180294,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
51,0,3,-0.24316671323426484,5.0,5.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
52,0,3,-0.10648418163647502,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
53,1,1,0.9376450761706607,1.0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
54,1,2,0.9525835631200263,1.0,0.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
55,0,1,1.752697738502315,1.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
56,1,1,1.2373816159730344,0.0,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
57,1,2,0.14630800544128583,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
58,0,3,-0.16983723958168734,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
59,1,2,0.0376042052156784,3.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
60,0,3,-0.10469670538106424,7.0,5.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
61,0,3,-0.16983723958168734,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
62,1,1,1.3472100364732928,0.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
63,0,1,1.3864187235283076,1.0,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
64,0,3,-0.5250686847541721,5.0,5.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
65,0,1,1.0109504214233365,0.0,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
66,1,3,-0.12568979645473227,2.0,1.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
67,1,2,0.14630800544128583,0.0,0.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
68,0,3,-0.06878305210375639,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
69,1,3,-0.09315982930482611,6.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
70,0,3,-0.018155861572313647,2.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
71,0,2,0.14630800544128583,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
72,0,3,-0.10469670538106424,7.0,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
73,0,2,0.44040009595554735,0.0,4.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
74,0,3,0.4254931242978226,1.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
75,1,3,-0.0778491161706863,0.0,6.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
76,0,3,-0.12272551438113141,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
77,0,3,-0.09625561709496656,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
78,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
79,1,2,0.42828863622640856,2.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
80,1,3,-0.2911465142873717,0.0,1.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
81,0,3,0.014277565257904861,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
82,1,3,0.06036870239034407,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
83,1,3,-0.10782701188267657,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
84,0,1,1.4980851303684846,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
85,1,2,0.14630800544128583,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
86,1,3,-0.09315982930482611,3.0,1.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
87,0,3,-0.02490142097749254,4.0,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
88,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
89,1,1,1.8076307300250711,5.0,3.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
90,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
91,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
92,0,3,-0.10068365069373389,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
93,0,1,1.7405571495101575,1.0,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
94,0,3,0.12868865144400396,3.0,1.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
95,0,3,-0.16745249110447907,0.0,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
96,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
97,0,1,1.215233280289919,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
98,1,1,1.7731608447635965,1.0,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
99,1,2,0.22507702041297695,1.0,1.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
100,0,2,0.3321364670134198,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
101,0,3,-0.09625561709496656,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
102,0,3,-0.09625561709496656,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
103,0,1,1.3154321414704457,1.0,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
104,0,3,-0.018967682650590754,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
105,0,3,-0.09315982930482611,2.0,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
106,0,3,-0.09625561709496656,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
107,1,3,-0.12272551438113141,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
108,1,3,-0.10917175363165299,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
109,0,3,-0.09625561709496656,0.0,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
110,1,3,-0.08002080082508924,1.0,2.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
111,0,1,0.9525835631200263,0.0,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
112,0,3,-0.1700783423740472,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
113,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
114,0,3,0.08916542664826681,1.0,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
115,0,3,-0.1698429794093077,0.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
116,0,3,-0.09315982930482611,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
117,0,3,-0.11186699346031488,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False
118,0,2,0.14630800544128583,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
119,0,1,2.3984727204112315,1.0,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
120,0,3,-0.5560247001453711,6.0,6.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
121,0,2,0.44040009595554735,2.0,4.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
122,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
123,0,2,0.4603688234896951,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
124,1,2,0.3321364670134198,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
125,0,1,1.3154321414704457,1.0,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
126,1,3,-0.3752723173411113,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
127,0,3,-0.11186699346031488,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
128,1,3,-0.17993569080448021,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
129,1,3,0.20051232093504426,2.0,1.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
130,0,3,-0.19947864010164287,0.0,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
131,0,3,-0.09625561709496656,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
132,0,3,-0.190636008432006,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
133,0,3,0.42828863622640856,1.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
134,1,2,0.9525835631200263,1.0,0.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
135,0,2,0.3321364670134198,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
136,0,2,0.46098131191925446,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
137,1,1,0.9624440739671808,2.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
138,0,1,0.9716336864076672,1.0,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
139,0,3,-0.5320583661517944,0.0,1.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
140,0,1,1.3379483846507947,0.0,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
141,0,3,-0.12568979645473227,2.0,1.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
142,1,3,-0.11186699346031488,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
143,1,3,-0.09315982930482611,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
144,0,3,-0.22651427940239865,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
145,0,2,0.22507702041297695,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
146,0,2,0.6390880913814807,2.0,1.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
147,1,3,-0.106935159703483,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
148,0,3,-0.02490142097749254,4.0,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
149,0,2,-0.017748583739259347,2.0,2.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
150,0,2,0.3321364670134198,0.0,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
151,0,2,0.29952843877449165,0.0,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
152,1,1,1.1786537256795226,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
153,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
154,0,3,0.42828863622640856,2.0,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
155,0,3,-0.160322789947927,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
156,0,1,1.7436546607384613,1.0,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
157,1,3,-0.1136717072326195,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
158,0,3,-0.08002080082508924,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
159,0,3,-0.018155861572313647,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
160,0,3,0.0987782154834359,10.0,6.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
161,0,3,0.5210926156266832,1.0,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
162,1,2,0.5015564203349365,0.0,0.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
163,0,3,-0.10917175363165299,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
164,0,3,-0.018155861572313647,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
165,0,3,-0.24316671323426484,5.0,5.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
166,1,3,-0.21540619833278993,2.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
167,1,1,1.003659835404831,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
168,0,3,-0.5250686847541721,5.0,5.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
169,0,1,0.9499557980900888,0.0,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
170,0,3,-0.0778491161706863,0.0,6.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
171,0,1,1.1841460720758246,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
172,0,3,-0.34658369873252803,5.0,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
173,1,3,-0.6967494390935358,2.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
174,0,3,-0.09315982930482611,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
175,0,1,1.1040606110789237,0.0,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
176,0,3,-0.10068365069373389,2.0,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
177,0,3,-0.2744345342940928,4.0,3.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
178,0,1,1.0430187807150657,0.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
179,0,2,0.3321364670134198,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
180,0,3,-2.160930636783589,0.0,3.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
181,0,3,0.0987782154834359,10.0,6.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
182,0,2,0.46122855049146777,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
183,0,3,-0.10146550017210422,6.0,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
184,1,2,0.6924071208444856,3.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
185,1,3,0.8021371905019736,2.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
