ID,LIMIT_BAL,PAY_0
204,120000.0,0
205,360000.0,0
206,20000.0,-1
207,100000.0,-1
208,210000.0,-1
209,80000.0,0
210,330000.0,-1
211,220000.0,0
212,210000.0,1
213,40000.0,0
214,30000.0,0
215,470000.0,2
216,30000.0,-1
217,240000.0,1
218,80000.0,2
219,110000.0,0
220,310000.0,-1
221,360000.0,2
222,330000.0,0
223,300000.0,0
224,320000.0,0
225,50000.0,1
226,170000.0,0
227,350000.0,-1
228,20000.0,0
229,50000.0,2
230,20000.0,1
231,50000.0,0
232,20000.0,1
233,50000.0,0
234,190000.0,2
235,60000.0,0
236,80000.0,-1
237,150000.0,0
238,210000.0,-2
239,240000.0,0
240,140000.0,0
241,60000.0,1
242,50000.0,0
243,50000.0,0
244,180000.0,-1
245,30000.0,-1
246,20000.0,0
247,250000.0,0
248,100000.0,0
249,330000.0,0
250,50000.0,0
251,50000.0,1
252,30000.0,0
253,140000.0,0
254,160000.0,0
255,400000.0,-1
256,50000.0,0
257,140000.0,0
258,160000.0,-1
259,100000.0,0
260,220000.0,2
261,510000.0,0
262,50000.0,0
263,160000.0,-1
264,230000.0,-2
265,80000.0,-1
266,150000.0,-1
267,10000.0,0
268,130000.0,0
269,40000.0,0
270,50000.0,3
271,100000.0,0
272,120000.0,-1
273,260000.0,1
274,200000.0,0
275,360000.0,-2
276,70000.0,0
277,460000.0,2
278,50000.0,-1
279,50000.0,0
280,250000.0,0
281,30000.0,0
282,270000.0,0
283,180000.0,0
284,100000.0,0
285,230000.0,0
286,210000.0,-1
287,210000.0,2
288,440000.0,0
289,100000.0,2
290,240000.0,0
291,280000.0,-1
292,50000.0,1
293,30000.0,3
294,10000.0,0
295,130000.0,1
296,200000.0,0
297,120000.0,-1
298,210000.0,0
299,280000.0,0
300,300000.0,1
301,100000.0,0
302,440000.0,-2
303,50000.0,0
304,20000.0,0
305,200000.0,-1
306,110000.0,-2
307,500000.0,-1
308,300000.0,1
309,30000.0,2
310,60000.0,-1
311,400000.0,-1
312,180000.0,0
313,20000.0,0
314,200000.0,-1
315,100000.0,0
316,60000.0,0
317,110000.0,0
318,260000.0,1
319,50000.0,3
320,180000.0,1
321,110000.0,1
322,340000.0,0
323,50000.0,-1
324,230000.0,0
325,360000.0,0
326,210000.0,1
327,220000.0,-1
328,60000.0,2
329,340000.0,-2
330,150000.0,2
331,200000.0,1
332,130000.0,0
333,60000.0,1
334,400000.0,1
335,20000.0,0
336,190000.0,0
337,260000.0,0
338,140000.0,-2
339,50000.0,0
340,120000.0,-1
341,240000.0,-2
342,50000.0,0
343,200000.0,-1
344,180000.0,0
345,180000.0,0
346,160000.0,-1
347,100000.0,-1
348,50000.0,0
349,140000.0,0
350,30000.0,0
351,90000.0,0
352,200000.0,1
353,380000.0,1
354,80000.0,0
355,50000.0,2
356,180000.0,-1
357,240000.0,0
358,380000.0,0
359,110000.0,0
360,260000.0,-1
361,500000.0,4
362,320000.0,0
363,50000.0,4
364,110000.0,1
365,230000.0,-2
366,330000.0,1
367,50000.0,0
368,10000.0,-1
369,300000.0,1
370,20000.0,3
371,180000.0,2
372,160000.0,-1
373,90000.0,0
374,30000.0,0
375,180000.0,0
376,30000.0,0
377,30000.0,1
378,140000.0,-1
379,210000.0,0
380,50000.0,0
381,130000.0,0
382,50000.0,2
383,140000.0,0
384,170000.0,-1
385,80000.0,0
386,410000.0,0
387,80000.0,1
388,80000.0,-1
389,150000.0,0
390,260000.0,-1
391,350000.0,1
392,280000.0,1
393,310000.0,0
394,140000.0,0
395,360000.0,-1
396,140000.0,0
397,100000.0,0
398,50000.0,-2
399,210000.0,0
400,120000.0,2
401,240000.0,0
402,60000.0,0
403,150000.0,-1
404,30000.0,0
405,160000.0,2
406,200000.0,-2
407,120000.0,0
408,500000.0,1
409,320000.0,0
410,280000.0,0
411,60000.0,1
412,200000.0,-1
413,230000.0,1
414,230000.0,1
415,480000.0,-2
416,50000.0,-1
417,200000.0,-2
418,50000.0,0
419,50000.0,0
420,260000.0,1
421,30000.0,2
422,440000.0,0
423,230000.0,-1
424,200000.0,2
425,490000.0,0
426,80000.0,-1
427,20000.0,2
428,170000.0,-1
429,70000.0,0
430,210000.0,0
431,90000.0,0
432,390000.0,0
433,110000.0,0
434,580000.0,0
435,360000.0,0
436,270000.0,1
437,60000.0,-1
438,110000.0,0
439,50000.0,0
440,80000.0,0
441,50000.0,-1
442,100000.0,0
443,30000.0,1
444,200000.0,0
445,240000.0,0
446,220000.0,0
447,160000.0,0
448,180000.0,-1
449,200000.0,0
450,140000.0,0
451,380000.0,1
452,600000.0,2
453,260000.0,0
454,200000.0,0
455,80000.0,0
456,40000.0,0
457,130000.0,1
458,50000.0,-1
459,230000.0,-1
460,70000.0,0
461,180000.0,0
462,80000.0,-1
463,290000.0,0
464,230000.0,0
465,170000.0,1
466,230000.0,-1
467,220000.0,0
468,230000.0,0
469,500000.0,0
470,90000.0,-1
471,390000.0,0
472,400000.0,0
473,180000.0,-1
474,60000.0,1
475,120000.0,-1
476,60000.0,0
477,50000.0,0
478,70000.0,0
479,500000.0,-1
480,200000.0,-2
481,250000.0,0
482,140000.0,0
483,70000.0,0
484,90000.0,1
485,100000.0,-1
486,190000.0,0
487,230000.0,-1
488,320000.0,0
489,220000.0,-1
490,260000.0,-1
491,90000.0,-2
492,30000.0,2
493,260000.0,0
494,170000.0,0
495,80000.0,0
496,50000.0,-1
497,200000.0,0
498,20000.0,0
499,250000.0,-1
500,20000.0,0
501,30000.0,0
502,90000.0,1
503,230000.0,0
504,130000.0,0
505,30000.0,-2
506,160000.0,-1
507,500000.0,-1
508,180000.0,0
509,80000.0,0
510,120000.0,-1
511,130000.0,-1
512,120000.0,-1
513,360000.0,-1
514,50000.0,2
515,20000.0,0
516,100000.0,0
517,70000.0,0
518,50000.0,0
519,10000.0,1
520,290000.0,0
521,30000.0,0
522,410000.0,1
523,360000.0,-1
524,140000.0,0
525,210000.0,0
526,220000.0,-1
527,20000.0,1
528,620000.0,2
529,360000.0,1
530,20000.0,-1
531,50000.0,0
532,50000.0,0
533,10000.0,0
534,100000.0,2
535,50000.0,-2
536,60000.0,-1
537,440000.0,0
538,120000.0,0
539,50000.0,0
540,110000.0,1
541,200000.0,-1
542,150000.0,1
543,30000.0,2
544,100000.0,0
545,360000.0,-1
546,390000.0,0
547,220000.0,1
548,160000.0,-2
549,230000.0,-1
550,120000.0,0
551,100000.0,0
552,190000.0,-1
553,50000.0,0
554,240000.0,1
555,40000.0,-2
556,630000.0,0
557,160000.0,-2
558,110000.0,0
559,20000.0,0
560,210000.0,0
561,270000.0,-1
562,360000.0,-2
563,60000.0,-1
564,360000.0,-1
565,390000.0,2
566,250000.0,-2
567,90000.0,0
568,360000.0,-1
569,50000.0,0
570,270000.0,0
571,200000.0,1
572,50000.0,0
573,350000.0,-1
574,160000.0,-2
575,80000.0,-1
576,290000.0,2
577,270000.0,-1
578,80000.0,-1
579,50000.0,0
580,30000.0,-2
581,30000.0,1
582,90000.0,-1
583,160000.0,-1
584,80000.0,0
585,50000.0,0
586,20000.0,0
587,220000.0,1
588,210000.0,-1
589,130000.0,0
590,260000.0,-1
591,230000.0,0
592,160000.0,0
593,50000.0,0
594,80000.0,0
595,110000.0,0
596,200000.0,0
597,360000.0,0
598,210000.0,1
599,80000.0,2
600,300000.0,-1
601,310000.0,0
602,30000.0,-1
603,170000.0,0
604,140000.0,2
605,180000.0,1
606,50000.0,1
607,50000.0,0
608,110000.0,0
609,450000.0,-2
610,200000.0,-1
611,220000.0,0
612,360000.0,0
613,50000.0,0
614,40000.0,2
615,190000.0,1
616,150000.0,0
617,200000.0,1
618,270000.0,0
619,60000.0,0
620,200000.0,0
621,150000.0,0
622,180000.0,-1
623,90000.0,0
624,360000.0,1
625,90000.0,-1
626,20000.0,0
627,70000.0,0
628,230000.0,-1
629,30000.0,0
630,200000.0,-1
631,100000.0,-1
632,50000.0,0
633,20000.0,0
634,210000.0,-2
635,110000.0,0
636,20000.0,-1
637,50000.0,0
638,50000.0,0
639,400000.0,-1
640,170000.0,0
641,280000.0,0
642,130000.0,0
643,210000.0,0
644,370000.0,0
645,30000.0,0
646,150000.0,1
647,60000.0,2
648,80000.0,0
649,280000.0,2
650,20000.0,8
651,270000.0,-2
652,240000.0,0
653,20000.0,0
654,450000.0,1
655,10000.0,0
656,280000.0,-2
657,290000.0,0
658,190000.0,0
659,80000.0,0
660,280000.0,-1
661,160000.0,-2
662,90000.0,0
663,140000.0,-1
664,50000.0,0
665,40000.0,0
666,130000.0,0
667,70000.0,0
668,30000.0,0
669,100000.0,1
670,20000.0,2
671,30000.0,2
672,20000.0,0
673,100000.0,2
674,30000.0,2
675,320000.0,0
676,90000.0,2
677,190000.0,2
678,200000.0,0
679,300000.0,-1
680,30000.0,-1
681,110000.0,0
682,230000.0,-2
683,230000.0,0
684,310000.0,0
685,320000.0,0
686,360000.0,-1
687,20000.0,-1
688,170000.0,0
689,140000.0,0
690,80000.0,0
691,150000.0,0
692,170000.0,-1
693,200000.0,2
694,70000.0,0
695,320000.0,-2
696,150000.0,-2
697,50000.0,0
698,90000.0,-1
699,280000.0,-2
700,300000.0,0
701,400000.0,-2
702,200000.0,-1
703,10000.0,0
704,50000.0,1
705,30000.0,1
706,50000.0,-1
707,50000.0,1
708,30000.0,1
709,20000.0,0
710,20000.0,0
711,50000.0,0
712,30000.0,0
713,360000.0,1
714,170000.0,1
715,400000.0,-2
716,50000.0,0
717,160000.0,0
718,70000.0,0
719,150000.0,1
720,80000.0,0
721,30000.0,0
722,10000.0,0
723,180000.0,1
724,320000.0,-1
725,80000.0,0
726,10000.0,0
727,360000.0,-1
728,450000.0,-2
729,330000.0,0
730,60000.0,-1
731,50000.0,0
732,200000.0,0
733,120000.0,1
734,160000.0,-1
735,110000.0,0
736,70000.0,-2
737,150000.0,0
738,610000.0,0
739,110000.0,0
740,80000.0,2
741,170000.0,0
742,110000.0,-1
743,140000.0,0
744,70000.0,0
745,260000.0,-2
746,170000.0,0
747,50000.0,0
748,300000.0,0
749,150000.0,2
750,50000.0,8
751,50000.0,1
752,90000.0,2
753,50000.0,0
754,500000.0,-1
755,470000.0,-1
756,230000.0,0
757,140000.0,0
758,230000.0,2
759,420000.0,0
760,30000.0,0
761,50000.0,1
762,140000.0,-1
763,260000.0,-1
764,90000.0,-1
765,240000.0,0
766,510000.0,-1
767,110000.0,0
768,210000.0,-1
769,220000.0,-1
770,200000.0,-2
771,360000.0,-1
772,260000.0,-1
773,20000.0,0
774,120000.0,0
775,50000.0,-1
776,60000.0,1
777,200000.0,-2
778,20000.0,-1
779,50000.0,2
780,50000.0,1
781,230000.0,0
782,50000.0,-1
783,100000.0,2
784,210000.0,1
785,230000.0,0
786,500000.0,1
787,370000.0,-1
788,230000.0,-1
789,80000.0,0
790,60000.0,-1
791,30000.0,1
792,70000.0,1
793,410000.0,-1
794,280000.0,1
795,50000.0,0
796,100000.0,0
797,230000.0,-2
798,50000.0,0
799,100000.0,2
800,210000.0,0
801,400000.0,-1
802,20000.0,4
803,50000.0,-1
804,230000.0,-1
805,220000.0,0
806,300000.0,0
807,80000.0,1
808,20000.0,0
809,190000.0,0
810,160000.0,0
811,120000.0,0
812,700000.0,0
813,140000.0,1
814,300000.0,-1
815,120000.0,1
816,280000.0,0
817,70000.0,2
818,20000.0,-1
819,150000.0,-1
820,60000.0,0
821,200000.0,-1
822,50000.0,1
823,150000.0,-1
824,20000.0,0
825,40000.0,0
826,170000.0,1
827,50000.0,1
828,10000.0,0
829,200000.0,-1
830,50000.0,0
831,320000.0,-1
832,20000.0,8
833,470000.0,0
834,230000.0,-1
835,20000.0,0
836,30000.0,-1
837,80000.0,2
838,110000.0,0
839,420000.0,0
840,500000.0,1
841,80000.0,1
842,350000.0,0
843,30000.0,-2
844,110000.0,1
845,500000.0,0
846,490000.0,-1
847,300000.0,-2
848,50000.0,2
849,150000.0,4
850,80000.0,-1
851,40000.0,0
852,30000.0,1
853,50000.0,0
854,140000.0,0
855,50000.0,0
856,30000.0,-2
857,40000.0,0
858,100000.0,2
859,130000.0,0
860,20000.0,0
861,50000.0,-2
862,260000.0,-2
863,30000.0,2
864,10000.0,0
865,200000.0,0
866,30000.0,0
867,180000.0,0
868,100000.0,0
869,140000.0,0
870,290000.0,0
871,20000.0,0
872,80000.0,0
873,500000.0,-2
874,180000.0,-1
875,20000.0,-1
876,30000.0,0
877,150000.0,0
878,280000.0,-1
879,50000.0,0
880,20000.0,2
881,200000.0,-1
882,210000.0,1
883,230000.0,0
884,50000.0,0
885,50000.0,0
886,70000.0,0
887,310000.0,-2
888,180000.0,-1
889,90000.0,0
890,390000.0,0
891,150000.0,-1
892,400000.0,1
893,80000.0,0
894,320000.0,0
895,240000.0,-1
896,200000.0,-2
897,110000.0,1
898,170000.0,2
899,90000.0,0
900,200000.0,-1
901,360000.0,-2
902,140000.0,-1
903,220000.0,0
904,100000.0,0
905,80000.0,2
906,30000.0,-1
907,50000.0,2
908,120000.0,0
909,50000.0,0
910,360000.0,0
911,90000.0,2
912,500000.0,-1
913,140000.0,0
914,30000.0,0
915,70000.0,0
916,200000.0,-2
917,350000.0,0
918,120000.0,1
919,240000.0,0
920,90000.0,0
921,260000.0,1
922,50000.0,0
923,110000.0,0
924,20000.0,-1
925,30000.0,0
926,180000.0,-2
927,20000.0,0
928,50000.0,0
929,180000.0,-2
930,200000.0,-2
931,260000.0,0
932,320000.0,-1
933,160000.0,2
934,30000.0,2
935,50000.0,0
936,50000.0,0
937,90000.0,0
938,240000.0,1
939,180000.0,1
940,200000.0,-1
941,50000.0,0
942,50000.0,-1
943,330000.0,-1
944,80000.0,2
945,50000.0,-2
946,360000.0,0
947,240000.0,0
948,50000.0,0
949,470000.0,0
950,160000.0,-1
951,30000.0,-1
952,80000.0,0
953,500000.0,-2
954,180000.0,-1
955,110000.0,-1
956,160000.0,0
957,210000.0,0
958,200000.0,-1
959,350000.0,-1
960,250000.0,-1
961,380000.0,1
962,30000.0,-1
963,200000.0,0
964,30000.0,-1
965,50000.0,0
966,500000.0,0
967,30000.0,1
968,220000.0,-1
969,20000.0,0
970,180000.0,0
971,300000.0,-1
972,130000.0,0
973,180000.0,2
974,150000.0,-2
975,140000.0,0
976,50000.0,0
977,20000.0,1
978,180000.0,-1
979,180000.0,0
980,150000.0,-1
981,70000.0,0
982,30000.0,8
983,500000.0,-2
984,60000.0,0
985,50000.0,-2
986,130000.0,1
987,260000.0,-2
988,380000.0,-2
989,360000.0,2
990,50000.0,1
991,50000.0,0
992,260000.0,-1
993,80000.0,0
994,360000.0,0
995,290000.0,1
996,200000.0,-2
997,140000.0,0
998,360000.0,1
999,50000.0,-1
1000,120000.0,2
1001,100000.0,0
1002,200000.0,0
1003,90000.0,-1
1004,360000.0,1
1005,150000.0,-2
1006,140000.0,-1
1007,200000.0,-1
1008,170000.0,0
1009,30000.0,0
1010,80000.0,0
1011,280000.0,0
1012,410000.0,-1
1013,450000.0,-1
1014,80000.0,0
1015,360000.0,0
1016,130000.0,0
1017,160000.0,0
1018,140000.0,2
1019,240000.0,1
1020,180000.0,-1
1021,70000.0,0
1022,150000.0,0
1023,210000.0,-2
1024,200000.0,-1
1025,310000.0,-2
1026,180000.0,0
1027,300000.0,0
1028,450000.0,-1
1029,200000.0,1
1030,30000.0,2
1031,400000.0,-1
1032,170000.0,-1
1033,140000.0,-1
1034,200000.0,0
1035,60000.0,1
1036,60000.0,1
1037,150000.0,0
1038,180000.0,0
1039,50000.0,0
1040,50000.0,-1
1041,20000.0,-1
1042,230000.0,2
1043,110000.0,0
1044,90000.0,0
1045,20000.0,2
1046,30000.0,0
1047,220000.0,0
1048,140000.0,1
1049,300000.0,-2
1050,100000.0,0
1051,110000.0,2
1052,270000.0,0
1053,30000.0,0
1054,70000.0,0
1055,230000.0,2
1056,20000.0,0
1057,190000.0,1
1058,20000.0,0
1059,80000.0,0
1060,20000.0,2
1061,60000.0,0
1062,50000.0,0
1063,280000.0,0
1064,300000.0,0
1065,30000.0,2
1066,270000.0,0
1067,100000.0,0
1068,240000.0,-1
1069,200000.0,-1
1070,110000.0,0
1071,230000.0,-1
1072,150000.0,-1
1073,350000.0,-1
1074,360000.0,-1
1075,150000.0,1
1076,100000.0,0
1077,500000.0,0
1078,500000.0,-1
1079,180000.0,-1
1080,400000.0,1
1081,100000.0,0
1082,10000.0,1
1083,60000.0,2
1084,50000.0,1
1085,80000.0,-1
1086,110000.0,0
1087,410000.0,0
1088,260000.0,1
1089,30000.0,0
1090,310000.0,0
1091,70000.0,0
1092,250000.0,0
1093,210000.0,1
1094,360000.0,1
1095,50000.0,1
1096,670000.0,0
1097,130000.0,-1
1098,170000.0,1
1099,30000.0,-1
1100,110000.0,0
1101,210000.0,1
1102,30000.0,0
1103,260000.0,0
1104,150000.0,-2
1105,20000.0,1
1106,380000.0,-1
1107,200000.0,-2
1108,120000.0,-1
1109,80000.0,0
1110,30000.0,1
1111,110000.0,1
1112,50000.0,-1
1113,90000.0,0
1114,110000.0,0
1115,50000.0,0
1116,60000.0,-2
1117,150000.0,0
1118,20000.0,1
1119,140000.0,1
1120,120000.0,1
1121,200000.0,2
1122,20000.0,1
1123,50000.0,0
1124,200000.0,0
1125,100000.0,-2
1126,300000.0,-1
1127,500000.0,-1
1128,360000.0,-1
1129,160000.0,1
1130,50000.0,0
1131,230000.0,0
1132,200000.0,1
1133,270000.0,3
1134,50000.0,2
1135,20000.0,1
1136,60000.0,0
1137,50000.0,-1
1138,50000.0,0
1139,130000.0,0
1140,230000.0,0
1141,20000.0,0
1142,30000.0,0
1143,200000.0,-1
1144,140000.0,-1
1145,100000.0,2
1146,240000.0,2
1147,70000.0,2
1148,360000.0,1
1149,140000.0,1
1150,50000.0,-1
1151,210000.0,-1
1152,280000.0,1
1153,180000.0,2
1154,150000.0,-1
1155,20000.0,1
1156,350000.0,-1
1157,130000.0,-1
1158,470000.0,1
1159,340000.0,-1
1160,80000.0,1
1161,70000.0,0
1162,230000.0,-2
1163,180000.0,0
1164,210000.0,0
1165,20000.0,-1
1166,140000.0,2
1167,200000.0,0
1168,50000.0,0
1169,80000.0,-1
1170,30000.0,0
1171,140000.0,0
1172,80000.0,-1
1173,220000.0,-1
1174,180000.0,-1
1175,140000.0,0
1176,180000.0,2
1177,50000.0,0
1178,170000.0,0
1179,50000.0,0
1180,50000.0,0
1181,300000.0,-1
1182,390000.0,2
1183,90000.0,2
1184,200000.0,0
1185,460000.0,0
1186,10000.0,0
1187,20000.0,-1
1188,50000.0,-1
1189,480000.0,0
1190,180000.0,0
1191,240000.0,0
1192,250000.0,-2
1193,270000.0,-1
1194,200000.0,0
1195,100000.0,0
1196,160000.0,-2
1197,80000.0,0
1198,130000.0,-1
1199,340000.0,0
1200,360000.0,-2
1201,120000.0,0
1202,120000.0,0
1203,300000.0,0
1204,60000.0,2
1205,210000.0,0
1206,210000.0,0
1207,70000.0,2
1208,200000.0,0
1209,230000.0,0
1210,20000.0,-1
1211,210000.0,0
1212,160000.0,-1
1213,290000.0,-1
1214,80000.0,0
1215,360000.0,-1
1216,230000.0,0
1217,360000.0,-2
1218,340000.0,0
1219,50000.0,0
1220,80000.0,0
1221,50000.0,0
1222,30000.0,-1
1223,210000.0,-1
1224,150000.0,-1
1225,20000.0,0
1226,20000.0,0
1227,240000.0,-1
1228,500000.0,-2
1229,90000.0,0
1230,50000.0,0
1231,50000.0,0
1232,680000.0,0
1233,50000.0,0
1234,100000.0,-1
1235,280000.0,0
1236,30000.0,0
1237,50000.0,2
1238,60000.0,-1
1239,120000.0,0
1240,80000.0,-1
1241,500000.0,-1
1242,70000.0,2
1243,160000.0,-2
1244,100000.0,2
1245,10000.0,0
1246,90000.0,-1
1247,170000.0,2
1248,90000.0,-1
1249,180000.0,0
1250,350000.0,2
1251,270000.0,0
1252,200000.0,0
1253,20000.0,0
1254,100000.0,0
1255,290000.0,0
1256,70000.0,1
1257,230000.0,-2
1258,180000.0,-1
1259,210000.0,-1
1260,50000.0,2
1261,150000.0,0
1262,380000.0,0
1263,50000.0,0
1264,150000.0,-1
1265,220000.0,0
1266,80000.0,0
1267,220000.0,0
1268,70000.0,1
1269,120000.0,-1
1270,180000.0,0
1271,50000.0,0
1272,10000.0,1
1273,370000.0,-1
1274,20000.0,-1
1275,150000.0,0
1276,20000.0,-1
1277,480000.0,-2
1278,50000.0,0
1279,170000.0,0
1280,400000.0,-2
1281,200000.0,0
1282,360000.0,1
1283,140000.0,0
1284,260000.0,-2
1285,440000.0,0
1286,500000.0,0
1287,230000.0,0
1288,470000.0,-2
1289,20000.0,1
1290,210000.0,0
1291,20000.0,0
1292,20000.0,0
1293,200000.0,1
1294,250000.0,0
1295,300000.0,0
1296,320000.0,0
1297,50000.0,1
1298,200000.0,-2
1299,80000.0,0
1300,70000.0,-1
1301,60000.0,3
1302,10000.0,0
1303,50000.0,0
1304,140000.0,2
1305,30000.0,0
1306,190000.0,-1
1307,70000.0,-1
1308,330000.0,-1
1309,110000.0,0
1310,270000.0,0
1311,160000.0,3
1312,20000.0,3
1313,320000.0,0
1314,430000.0,0
1315,50000.0,2
1316,140000.0,-1
1317,500000.0,-2
1318,80000.0,0
1319,390000.0,1
1320,250000.0,-1
1321,390000.0,-2
1322,100000.0,0
1323,360000.0,0
1324,140000.0,1
1325,110000.0,0
1326,170000.0,2
1327,170000.0,0
1328,180000.0,0
1329,140000.0,0
1330,20000.0,0
1331,150000.0,-2
1332,50000.0,0
1333,160000.0,1
1334,80000.0,-2
1335,300000.0,-2
1336,60000.0,0
1337,70000.0,2
1338,290000.0,-1
1339,80000.0,0
1340,50000.0,1
1341,200000.0,-1
1342,200000.0,-2
1343,50000.0,-1
1344,20000.0,2
1345,200000.0,-1
1346,120000.0,1
1347,220000.0,0
1348,630000.0,0
1349,300000.0,-1
1350,10000.0,1
1351,50000.0,1
1352,280000.0,-1
1353,130000.0,0
1354,30000.0,0
1355,50000.0,0
1356,70000.0,0
1357,80000.0,0
1358,20000.0,2
1359,390000.0,0
1360,470000.0,0
1361,240000.0,0
1362,140000.0,-1
1363,260000.0,2
1364,150000.0,1
1365,120000.0,0
1366,20000.0,0
1367,260000.0,-1
1368,50000.0,0
1369,180000.0,2
1370,310000.0,1
1371,360000.0,-1
1372,180000.0,0
1373,270000.0,2
1374,70000.0,0
1375,50000.0,-1
1376,30000.0,-2
1377,50000.0,0
1378,350000.0,-1
1379,200000.0,0
1380,80000.0,1
1381,60000.0,0
1382,30000.0,0
1383,110000.0,0
1384,300000.0,-1
1385,50000.0,0
1386,500000.0,-1
1387,360000.0,-1
1388,20000.0,1
1389,220000.0,0
1390,20000.0,0
1391,60000.0,3
1392,170000.0,-1
1393,200000.0,0
1394,20000.0,0
1395,140000.0,-2
1396,330000.0,-2
1397,180000.0,1
1398,360000.0,0
1399,20000.0,2
1400,50000.0,0
1401,100000.0,0
1402,30000.0,2
1403,70000.0,0
1404,470000.0,-1
1405,300000.0,-1
1406,300000.0,-1
1407,200000.0,-2
1408,150000.0,0
1409,220000.0,0
1410,420000.0,-2
1411,210000.0,-2
1412,450000.0,-1
1413,30000.0,-1
1414,240000.0,-1
1415,420000.0,-1
1416,60000.0,0
1417,30000.0,-1
1418,80000.0,-2
1419,50000.0,0
1420,230000.0,-2
1421,200000.0,0
1422,230000.0,0
1423,130000.0,0
1424,200000.0,1
1425,90000.0,0
1426,120000.0,-1
1427,200000.0,-2
1428,20000.0,2
1429,210000.0,2
1430,80000.0,0
1431,50000.0,0
1432,70000.0,2
1433,230000.0,2
1434,20000.0,0
1435,30000.0,-1
1436,100000.0,2
1437,80000.0,0
1438,210000.0,0
1439,50000.0,1
1440,130000.0,0
1441,70000.0,0
1442,210000.0,0
1443,100000.0,-1
1444,200000.0,-1
1445,40000.0,1
1446,80000.0,2
1447,210000.0,1
1448,20000.0,-1
1449,10000.0,0
1450,60000.0,0
1451,40000.0,0
1452,290000.0,-1
